Ajax,3.0,69.3,22.0,8.3,7.7,6.0,10.1,9.7,2.2,18.3,2.1,7.2,0.1,1.0,669.3,587.1,17.7,145.9,100.5
Twente,2.4545454545454546,57.90909090909091,18.454545454545453,6.181818181818182,7.090909090909091,5.181818181818182,9.909090909090908,6.090909090909091,1.0,23.0,1.9090909090909092,10.0,0.0,1.1818181818181819,496.8181818181818,398.6363636363636,18.818181818181817,124.36363636363636,63.18181818181818
Heerenveen,1.0909090909090908,51.90909090909091,14.727272727272727,4.454545454545454,5.909090909090909,4.363636363636363,11.636363636363637,5.0,1.8181818181818181,19.818181818181817,2.5454545454545454,8.545454545454545,0.09090909090909091,1.3636363636363635,473.0,385.1818181818182,14.818181818181818,104.72727272727273,44.81818181818182
Vitesse,1.2,50.6,14.9,4.9,5.8,4.2,11.6,6.6,1.3,23.7,2.5,11.9,0.1,1.7,413.0,315.3,18.4,110.4,46.2
Sparta Rotterdam,1.8181818181818181,46.81818181818182,12.545454545454545,4.545454545454546,5.0,3.0,7.636363636363637,4.181818181818182,1.5454545454545454,20.545454545454547,3.090909090909091,10.363636363636363,0.0,1.2727272727272727,408.6363636363636,323.3636363636364,16.0,103.72727272727273,45.45454545454545
FC Emmen,1.0,52.81818181818182,12.454545454545455,4.0,5.090909090909091,3.3636363636363638,10.727272727272727,5.363636363636363,0.9090909090909091,20.90909090909091,2.6363636363636362,8.454545454545455,0.0,1.0909090909090908,494.6363636363636,402.1818181818182,17.272727272727273,111.36363636363636,54.0
PSV,3.090909090909091,58.54545454545455,19.454545454545453,7.2727272727272725,7.545454545454546,4.636363636363637,8.090909090909092,7.909090909090909,1.9090909090909092,20.181818181818183,2.272727272727273,6.7272727272727275,0.0,0.5454545454545454,551.3636363636364,468.0,19.0,129.9090909090909,64.0909090909091
Nijmegen,1.6363636363636365,53.54545454545455,16.90909090909091,5.2727272727272725,6.7272727272727275,4.909090909090909,14.909090909090908,7.545454545454546,1.3636363636363635,20.90909090909091,3.4545454545454546,10.181818181818182,0.0,1.2727272727272727,440.09090909090907,365.1818181818182,14.818181818181818,107.27272727272727,53.36363636363637
AZ Alkmaar,2.3,52.7,15.7,6.9,5.7,3.1,9.2,5.6,2.1,19.0,2.4,8.1,0.1,1.3,494.7,406.3,16.8,117.6,56.8
Groningen,1.3,48.5,13.1,3.9,5.8,3.4,9.6,4.6,1.6,22.7,3.5,7.9,0.1,1.1,384.0,294.3,20.5,101.9,40.7
Feyenoord,2.1,60.1,22.9,8.4,8.3,6.2,10.1,9.2,0.9,23.7,2.3,9.9,0.0,1.5,548.3,467.2,16.9,140.9,77.5
G.A. Eagles,1.5454545454545454,45.63636363636363,13.0,4.363636363636363,5.454545454545454,3.1818181818181817,9.363636363636363,5.090909090909091,1.0,18.272727272727273,4.363636363636363,10.818181818181818,0.18181818181818182,1.1818181818181819,398.1818181818182,310.27272727272725,15.272727272727273,92.0,49.81818181818182
Cambuur,0.36363636363636365,50.81818181818182,11.909090909090908,3.4545454545454546,4.636363636363637,3.8181818181818183,10.272727272727273,6.0,1.4545454545454546,20.727272727272727,3.3636363636363638,11.090909090909092,0.09090909090909091,1.5454545454545454,428.8181818181818,337.45454545454544,17.818181818181817,107.54545454545455,45.36363636363637
Excelsior,1.2,42.6,12.4,3.4,5.6,3.4,10.1,5.5,1.4,19.2,4.6,9.0,0.0,1.0,372.6,282.1,17.1,89.7,43.3
Utrecht,1.0,48.4,13.2,5.8,4.4,3.0,9.8,6.2,0.6,22.7,3.4,8.7,0.0,1.8,433.4,333.0,17.9,112.0,44.4
FC Volendam,1.3,41.5,12.5,4.4,4.6,3.5,10.5,5.5,1.6,22.3,3.7,10.9,0.1,1.6,342.6,249.4,17.6,86.6,46.0
Sittard,1.1818181818181819,45.09090909090909,13.545454545454545,4.363636363636363,5.636363636363637,3.5454545454545454,9.636363636363637,5.0,1.9090909090909092,18.727272727272727,4.181818181818182,9.818181818181818,0.18181818181818182,2.0,374.1818181818182,283.54545454545456,16.272727272727273,92.9090909090909,42.0
Waalwijk,2.3,46.7,13.8,5.5,4.9,3.4,8.7,5.9,1.0,18.9,3.7,10.2,0.1,2.0,400.2,317.3,15.2,80.2,43.3
