Date,HomeTeam,AwayTeam,HG,AG,HP,AP,HTS,ATS,HSI,ASI,HSO,ASO,HBS,ABS,HFK,AFK,HC,AC,HOFF,AOFF,HTI,ATI,HGS,AGS,HF,AF,HRC,ARC,HYC,AYC,HTP,ATP,HPC,APC,HT,AT,HA,AA,HDA,ADA,Resultado
10.03.2023 15:15,Oporto,Estoril,2.909090909090909,0.6666666666666666,52.18181818181818%,51.583333333333336%,15.909090909090908,11.583333333333334,6.2727272727272725,3.25,6.181818181818182,4.666666666666667,3.4545454545454546,3.6666666666666665,11.909090909090908,16.5,5.0,5.833333333333333,2.272727272727273,1.8333333333333333,19.90909090909091,21.0,2.1818181818181817,4.0,16.0,13.75,0.2727272727272727,0.16666666666666666,2.4545454545454546,2.75,448.72727272727275,382.1666666666667,335.1818181818182,304.0,18.09090909090909,16.833333333333332,105.45454545454545,91.16666666666667,53.54545454545455,40.75,
11.03.2023 10:30,Chaves,Portimonense,1.090909090909091,0.7272727272727273,47.09090909090909%,46.54545454545455%,14.818181818181818,9.909090909090908,4.454545454545454,3.6363636363636362,5.7272727272727275,4.454545454545454,4.636363636363637,1.8181818181818181,13.909090909090908,12.181818181818182,4.454545454545454,5.090909090909091,1.5454545454545454,2.272727272727273,21.363636363636363,20.818181818181817,3.090909090909091,5.181818181818182,12.636363636363637,14.0,0.2727272727272727,0.18181818181818182,3.727272727272727,2.5454545454545454,361.90909090909093,377.1818181818182,295.4,290.54545454545456,14.0,13.545454545454545,102.54545454545455,103.81818181818181,43.36363636363637,35.45454545454545,
11.03.2023 10:30,P. Ferreira,Santa Clara,0.6666666666666666,0.3636363636363636,50.583333333333336%,43.18181818181818%,14.416666666666666,9.272727272727273,5.083333333333333,2.1818181818181817,5.333333333333333,4.909090909090909,4.0,2.1818181818181817,16.666666666666668,14.0,6.583333333333333,4.636363636363637,1.3333333333333333,2.5454545454545454,21.5,21.272727272727273,3.3333333333333335,3.4545454545454546,15.0,14.454545454545455,0.5,0.36363636363636365,2.9166666666666665,4.2727272727272725,391.3333333333333,312.27272727272725,317.0833333333333,225.8181818181818,15.75,18.90909090909091,97.25,89.9090909090909,44.083333333333336,36.72727272727273,
11.03.2023 13:00,V. Guimaraes,Arouca,1.166666666666667,0.7272727272727273,49.666666666666664%,47.72727272727273%,11.25,10.454545454545455,3.5,3.272727272727273,4.5,4.636363636363637,3.25,2.5454545454545454,16.25,12.272727272727273,4.916666666666667,3.4545454545454546,1.8333333333333333,2.0,25.333333333333332,21.09090909090909,2.0833333333333335,3.272727272727273,16.666666666666668,13.181818181818182,0.08333333333333333,0.18181818181818182,3.5,2.727272727272727,408.75,405.54545454545456,321.8333333333333,318.45454545454544,16.666666666666668,17.272727272727273,112.08333333333333,97.63636363636364,45.833333333333336,34.27272727272727,
11.03.2023 15:30,Vizela,SC Braga,1.090909090909091,2.25,43.90909090909091%,52.0%,15.090909090909092,15.75,5.363636363636363,7.25,5.818181818181818,4.583333333333333,3.909090909090909,3.9166666666666665,13.0,13.166666666666666,5.909090909090909,6.166666666666667,2.8181818181818183,2.5,21.363636363636363,22.0,2.6363636363636362,3.1666666666666665,12.909090909090908,13.25,0.2727272727272727,0.5,3.1818181818181817,2.6666666666666665,364.0,451.75,271.54545454545456,370.09090909090907,16.636363636363637,16.416666666666668,96.72727272727273,105.91666666666667,42.09090909090909,42.666666666666664,
12.03.2023 10:30,Rio Ave,Gil Vicente,1.090909090909091,1.272727272727273,53.45454545454545%,52.54545454545455%,10.363636363636363,12.181818181818182,3.1818181818181817,3.8181818181818183,4.818181818181818,5.7272727272727275,2.3636363636363638,2.6363636363636362,13.727272727272727,17.0,4.090909090909091,5.090909090909091,2.6363636363636362,1.1818181818181819,24.181818181818183,21.545454545454547,3.4545454545454546,4.181818181818182,15.363636363636363,14.0,0.0,0.09090909090909091,3.0,2.4545454545454546,426.27272727272725,472.27272727272725,346.45454545454544,389.8181818181818,15.181818181818182,15.545454545454545,117.18181818181819,104.81818181818181,41.18181818181818,44.27272727272727,
12.03.2023 13:00,Marítimo,Benfica,0.9090909090909091,1.909090909090909,50.54545454545455%,61.81818181818182%,16.0,12.090909090909092,3.909090909090909,4.818181818181818,7.363636363636363,4.2727272727272725,4.7272727272727275,3.0,14.090909090909092,12.636363636363637,6.2727272727272725,7.090909090909091,1.7272727272727273,2.5454545454545454,22.90909090909091,25.09090909090909,2.8181818181818183,1.9090909090909092,16.0,13.818181818181818,0.36363636363636365,0.09090909090909091,3.090909090909091,2.1818181818181817,387.45454545454544,593.9090909090909,303.90909090909093,461.72727272727275,18.545454545454547,19.636363636363637,104.9090909090909,133.72727272727272,44.36363636363637,64.45454545454545,
12.03.2023 15:30,Sporting CP,Boavista,2.636363636363636,1.090909090909091,63.18181818181818%,46.63636363636363%,18.818181818181817,8.181818181818182,7.363636363636363,2.8181818181818183,6.7272727272727275,3.090909090909091,4.7272727272727275,2.272727272727273,12.0,13.636363636363637,8.454545454545455,4.2727272727272725,2.5454545454545454,1.0909090909090908,18.545454545454547,20.727272727272727,1.6363636363636365,3.909090909090909,13.090909090909092,14.727272727272727,0.09090909090909091,0.18181818181818182,2.1818181818181817,3.3636363636363638,572.1818181818181,388.1818181818182,446.27272727272725,303.54545454545456,17.363636363636363,14.545454545454545,133.54545454545453,93.72727272727273,61.45454545454545,34.18181818181818,
13.03.2023 15:15,Famalicao,Casa Pia,1.090909090909091,0.8,48.81818181818182%,38.7%,12.454545454545455,9.3,3.8181818181818183,2.3,5.181818181818182,4.9,3.4545454545454546,2.1,14.636363636363637,13.2,4.2727272727272725,3.8,1.6363636363636365,2.5,21.90909090909091,17.8,3.727272727272727,3.5,15.636363636363637,14.8,0.18181818181818182,0.3,2.090909090909091,3.4,399.09090909090907,354.1,319.4,274.9,18.545454545454547,16.3,96.36363636363636,85.3,43.0,29.3,
17.03.2023 15:15,Santa Clara,Rio Ave,1.083333333333333,0.75,42.916666666666664%,44.416666666666664%,10.25,10.416666666666666,4.0,3.0,4.666666666666667,5.083333333333333,1.5833333333333333,2.3333333333333335,14.25,14.0,4.833333333333333,4.25,1.5833333333333333,1.6666666666666667,21.75,18.333333333333332,3.0,3.75,16.5,14.25,0.16666666666666666,0.25,2.5,2.75,358.5,378.25,272.8333333333333,282.5,14.75,17.583333333333332,94.75,91.41666666666667,37.333333333333336,32.916666666666664,
