Date,HomeTeam,AwayTeam,HG,AG,HxG,AxG,HP,AP,HTS,ATS,HSI,ASI,HSO,ASO,HBS,ABS,HFK,AFK,HC,AC,HOFF,AOFF,HTI,ATI,HGS,AGS,HF,AF,HRC,ARC,HYC,AYC,HTP,ATP,HPC,APC,HT,AT,HA,AA,HDA,ADA,Resultado
30.09.2023 15:00,Vasco,Sao Paulo,0.5555555555555556,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,América-MG,Botafogo,1.125,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Bahia,Internacional,1.555555555555556,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Coritiba,Cuiabá,0.8888888888888888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Cruzeiro,Flamengo,0.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Fluminense,Corinthians,1.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Goiás,Sao Paulo,1.111111111111111,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Gremio,Athletico-PR,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Palmeiras,Atlético-MG,2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Santos,Bragantino,1.6,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2023 15:00,Vasco,Fortaleza,0.5555555555555556,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Atlético-MG,Cruzeiro,1.25,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Bahia,Fortaleza,1.555555555555556,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Botafogo,Athletico-PR,2.222222222222222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Bragantino,Fluminense,1.555555555555556,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Corinthians,América-MG,1.428571428571429,1.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Coritiba,Palmeiras,0.8888888888888888,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Cuiabá,Goiás,1.333333333333333,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Flamengo,Vasco,1.875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Internacional,Santos,1.111111111111111,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10.2023 15:00,Sao Paulo,Gremio,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Athletico-PR,América-MG,1.888888888888889,1.111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Bragantino,Atlético-MG,1.555555555555556,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Cruzeiro,Bahia,0.4,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Cuiabá,Corinthians,1.333333333333333,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Fluminense,Goiás,1.5,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Fortaleza,Botafogo,1.111111111111111,1.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Gremio,Flamengo,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Palmeiras,Sao Paulo,2,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Santos,Coritiba,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2023 15:00,Vasco,Internacional,0.5555555555555556,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,América-MG,Gremio,1.125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Athletico-PR,Sao Paulo,1.888888888888889,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Atlético-MG,Fluminense,1.25,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.2023 15:00,Botafogo,Cuiabá,2.222222222222222,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
