Date,HomeTeam,AwayTeam,HG,AG,HxG,AxG,HP,AP,HTS,ATS,HSI,ASI,HSO,ASO,HBS,ABS,HFK,AFK,HC,AC,HOFF,AOFF,HTI,ATI,HGS,AGS,HF,AF,HRC,ARC,HYC,AYC,HTP,ATP,HPC,APC,HT,AT,HA,AA,HDA,ADA,Resultado
21.05.2023 14:00,Flamengo,Corinthians,1,0,0.56,0.92,60%,40%,10,12,3,3,4,9,3,0,14,9,6,9,0,2,16,14,3,2,9,13,,,0,2,609,344,560,279,,,153,70,74,35,1
20.05.2023 19:00,Santos,Palmeiras,0,0,0.39,0.45,41%,59%,12,9,4,1,6,4,2,4,13,16,3,4,0,3,20,23,1,4,15,11,,,3,1,307,516,221,444,,,102,129,46,40,0
20.05.2023 16:30,América-MG,Fortaleza,2,1,0.50,1.04,32%,68%,8,14,2,6,4,4,2,4,8,15,1,2,0,1,16,20,5,0,15,7,,,4,2,235,673,166,586,,,66,122,46,105,1
20.05.2023 16:30,Botafogo,Fluminense,1,0,1.60,0.83,41%,59%,20,2,7,0,7,1,6,1,14,26,7,4,2,1,20,15,0,6,25,14,,,4,2,289,488,234,430,,,89,187,29,75,1
20.05.2023 16:30,Bragantino,Athletico-PR,2,0,1.64,1.04,57%,43%,13,16,4,5,7,8,2,3,15,22,6,5,2,3,17,23,5,2,17,10,,,2,3,404,260,334,196,,,104,72,46,40,2
20.05.2023 16:30,Coritiba,Atlético-MG,1,2,1.00,1.55,36%,64%,9,17,4,7,5,5,0,5,16,20,5,7,1,0,19,18,5,3,19,16,1,1,5,8,256,513,199,439,,,89,129,37,56,-1
20.05.2023 16:30,Sao Paulo,Vasco,4,2,2.17,0.93,51%,49%,14,17,7,6,5,7,2,4,16,10,3,9,0,1,24,24,4,3,9,16,,,0,4,439,406,378,330,,,88,115,35,59,2
20.05.2023 14:00,Bahia,Goiás,1,1,2.17,0.88,51%,49%,22,12,4,5,11,5,7,2,17,18,4,6,1,6,19,26,4,3,19,13,,,1,3,420,411,349,337,,,124,105,62,40,0
14.05.2023 16:30,América-MG,Cruzeiro,0,4,1.16,2.71,48%,52%,15,16,2,8,10,6,3,2,17,14,5,6,5,3,14,19,4,2,10,17,,,2,0,368,419,287,336,,,113,123,53,45,-4
14.05.2023 16:30,Athletico-PR,Coritiba,3,2,2.93,0.30,63%,37%,24,7,7,3,15,3,2,1,13,12,4,1,1,1,29,23,1,4,10,12,,,3,3,603,290,507,203,,,179,90,66,30,1
14.05.2023 16:30,Goiás,Botafogo,2,1,2.01,1.42,48%,52%,5,15,4,2,1,10,0,3,20,23,4,7,2,2,21,25,1,2,22,17,,,6,3,342,419,274,327,,,85,103,48,63,1
14.05.2023 14:00,Corinthians,Sao Paulo,1,1,0.94,0.82,37%,63%,7,6,3,1,4,2,0,3,15,12,5,4,0,2,22,20,0,2,15,17,,,2,4,370,694,300,618,,,75,144,57,48,0
14.05.2023 14:00,Gremio,Fortaleza,0,0,0.75,0.68,52%,48%,16,15,6,5,6,7,4,3,19,24,9,4,1,1,21,14,5,6,22,22,,,3,4,506,369,415,292,,,135,95,69,37,0
14.05.2023 14:00,Vasco,Santos,0,1,1.33,0.61,61%,39%,21,6,9,1,9,4,3,1,15,15,13,1,0,3,28,24,0,9,15,12,,,4,1,547,252,449,179,,,156,68,91,25,-1
13.05.2023 19:00,Atlético-MG,Internacional,2,0,1.40,0.28,55%,45%,13,5,4,4,7,1,2,0,11,14,3,3,0,2,18,19,4,2,14,8,,,2,3,490,428,406,347,,,119,108,33,43,2
13.05.2023 16:30,Fluminense,Cuiabá,2,0,0.89,1.00,58%,42%,7,11,2,2,5,4,0,5,14,12,7,3,0,4,14,15,2,0,12,10,,,3,4,632,389,557,318,,,93,109,38,48,2
13.05.2023 16:30,Palmeiras,Bragantino,1,1,1.41,1.27,56%,44%,21,8,6,3,9,4,6,1,20,15,15,6,3,2,15,20,2,5,12,18,,,1,4,438,340,359,265,,,113,98,72,30,0
13.05.2023 14:00,Bahia,Flamengo,2,3,0.95,2.44,51%,49%,21,14,7,5,13,7,1,2,18,15,10,4,0,5,18,8,2,5,14,13,2,0,8,5,434,376,369,331,,,103,86,65,40,-1
11.05.2023 18:00,Fortaleza,Sao Paulo,0,0,0.96,0.69,42%,58%,12,11,3,1,7,5,2,5,18,12,4,10,3,1,16,17,1,3,10,17,1,1,2,5,387,515,313,438,,,97,107,41,37,0
11.05.2023 17:30,Botafogo,Corinthians,3,0,2.71,0.60,50%,50%,16,11,6,4,5,3,5,4,4,12,3,3,1,0,12,16,4,3,11,4,,,1,2,600,551,546,479,,,109,124,50,41,3
11.05.2023 17:00,Coritiba,Vasco,1,1,0.71,0.67,40%,60%,10,7,6,2,4,4,0,1,19,21,5,5,1,3,17,24,2,5,20,16,,,2,1,310,532,233,442,,,94,144,29,55,0
10.05.2023 19:30,Cruzeiro,Fluminense,0,2,2.20,1.40,49%,51%,27,10,7,6,15,3,5,1,13,14,16,3,1,3,18,19,4,7,14,9,0,1,1,5,453,472,376,415,,,114,54,90,31,-2
10.05.2023 19:30,Palmeiras,Gremio,4,1,4.78,0.08,61%,39%,25,3,10,2,12,1,3,0,11,8,7,4,2,0,24,13,1,6,10,12,,,2,4,596,411,524,341,,,107,79,45,23,3
10.05.2023 18:00,Cuiabá,Atlético-MG,0,4,0.30,2.32,45%,55%,7,9,1,7,5,1,1,1,17,10,6,1,0,1,14,12,3,1,11,17,,,1,2,481,543,389,484,,,83,72,35,19,-4
10.05.2023 18:00,Flamengo,Goiás,2,0,2.45,0.66,57%,43%,20,14,6,6,11,6,3,2,9,23,8,7,1,1,15,18,6,4,22,8,,,0,1,576,451,513,374,,,90,72,66,20,2
10.05.2023 17:00,Bragantino,América-MG,2,2,1.52,2.04,58%,42%,21,9,10,3,5,3,6,3,19,16,5,4,3,2,23,16,1,8,14,17,,,5,3,450,275,351,190,,,145,61,72,27,0
10.05.2023 17:00,Internacional,Athletico-PR,0,2,1.09,1.55,47%,53%,11,14,2,5,7,4,2,5,13,13,4,3,2,2,30,17,3,2,11,10,,,2,4,432,537,363,446,,,82,104,48,53,-2
10.05.2023 17:00,Santos,Bahia,3,0,1.94,1.11,44%,56%,13,13,9,2,4,8,0,3,14,24,1,4,5,0,19,27,2,6,19,13,,,3,4,381,559,312,481,,,87,125,27,36,3
08.05.2023 18:00,Corinthians,Fortaleza,1,1,1.06,1.04,48%,52%,19,16,8,1,9,7,2,8,11,9,5,5,3,2,19,12,0,7,6,9,,,2,2,496,524,432,472,,,131,130,109,91,0
07.05.2023 16:30,Botafogo,Atlético-MG,2,0,2.23,0.46,39%,61%,20,10,7,1,9,6,4,3,11,14,5,9,0,4,16,25,1,5,13,8,,,1,3,348,525,278,441,,,77,102,45,38,2
07.05.2023 16:30,Goiás,Palmeiras,0,5,0.83,2.22,45%,55%,13,15,4,7,6,6,3,2,29,14,4,6,1,1,15,12,2,4,13,28,1,0,2,6,408,557,343,496,,,87,101,31,49,-5
07.05.2023 16:30,Gremio,Bragantino,3,3,1.87,1.55,43%,57%,10,22,3,8,4,7,3,7,21,12,4,7,3,2,19,31,5,0,9,19,,,5,2,336,454,249,341,,,80,128,28,66,0
07.05.2023 14:00,Athletico-PR,Flamengo,2,1,1.16,1.26,40%,60%,11,14,5,4,4,3,2,7,10,17,2,8,2,0,19,16,3,3,15,12,,,2,2,347,543,277,449,,,67,124,43,67,1
07.05.2023 14:00,Bahia,Coritiba,3,1,0.99,0.34,51%,49%,13,11,5,5,5,3,3,3,27,25,3,5,1,2,13,26,4,2,28,24,,,2,7,425,390,340,305,,,105,136,52,28,2
07.05.2023 14:00,Sao Paulo,Internacional,2,0,1.94,0.83,44%,56%,6,12,4,4,1,4,1,4,11,15,4,9,2,3,20,38,4,2,16,8,,,3,4,384,530,319,456,,,85,115,33,51,2
07.05.2023 09:00,América-MG,Cuiabá,1,2,1.53,0.52,49%,51%,13,8,4,5,6,2,3,1,15,20,4,6,5,1,10,16,3,3,19,12,1,0,3,4,400,473,324,379,,,129,110,64,52,-1
06.05.2023 19:00,Fluminense,Vasco,1,1,1.77,0.67,70%,30%,24,8,8,1,11,5,5,2,19,13,9,1,1,1,23,14,0,7,12,19,,,3,3,723,197,615,137,,,172,47,115,19,0
06.05.2023 14:00,Cruzeiro,Santos,2,1,1.45,1.22,53%,47%,10,8,3,3,6,5,1,0,20,17,4,4,0,5,27,25,2,1,17,14,,,6,3,494,423,405,330,,,129,93,44,53,1
01.05.2023 18:00,Vasco,Bahia,0,1,0.84,1.36,55%,45%,17,11,7,6,10,5,,,,,7,6,4,1,,,5,7,20,17,,,1,4,,,,,,,124,80,46,45,-1
30.04.2023 16:30,Cuiabá,Gremio,1,2,1.34,1.66,51%,49%,16,11,5,5,11,6,,,,,7,5,2,2,,,3,4,14,12,1,0,5,5,,,,,,,117,92,72,44,-1
30.04.2023 16:30,Internacional,Goiás,1,0,0.94,0.72,58%,42%,18,16,8,3,10,13,,,,,8,11,1,4,,,3,7,16,10,0,1,4,2,,,,,,,91,96,57,48,1
30.04.2023 14:00,Flamengo,Botafogo,2,3,3.14,2.03,74%,26%,25,13,11,6,14,7,,,,,7,2,4,1,,,3,9,11,10,0,1,4,4,,,,,,,150,58,87,26,-1
29.04.2023 19:00,Atlético-MG,Athletico-PR,2,1,1.97,0.49,60%,40%,18,8,7,3,11,5,,,,,1,5,1,2,,,2,5,12,11,0,1,3,2,,,,,,,127,84,48,33,1
29.04.2023 16:30,Bragantino,Cruzeiro,0,3,1.12,2.08,45%,55%,12,19,5,5,7,14,,,,,5,9,1,4,,,2,5,18,7,2,0,5,3,,,,,,,117,104,44,55,-3
29.04.2023 16:30,Palmeiras,Corinthians,2,1,1.23,0.42,54%,46%,21,10,6,3,15,7,,,,,12,3,0,1,,,2,4,20,14,,,3,3,,,,,,,114,104,66,39,1
29.04.2023 16:30,Santos,América-MG,3,2,1.52,1.41,44%,56%,11,19,6,7,5,12,,,,,2,6,0,1,,,5,3,15,14,1,0,3,4,,,,,,,95,127,39,51,1
29.04.2023 14:30,Coritiba,Sao Paulo,1,1,0.41,0.16,40%,60%,17,21,4,7,13,14,,,,,7,6,2,2,,,6,3,15,13,,,4,1,,,,,,,82,134,47,37,0
29.04.2023 14:30,Fortaleza,Fluminense,4,2,4.88,1.56,30%,70%,19,11,15,3,4,8,,,,,8,5,1,1,,,1,11,7,15,,,0,3,,,,,,,70,128,38,71,2
24.04.2023 18:00,Bahia,Botafogo,1,2,0.97,0.21,60%,40%,13,5,5,3,3,2,5,0,13,15,6,3,0,5,18,27,1,4,18,9,,,1,2,540,368,452,289,20,23,127,110,54,30,-1
23.04.2023 17:00,Goiás,Corinthians,3,1,1.06,0.37,51%,49%,18,10,7,2,6,4,5,4,24,25,5,8,4,1,29,21,1,4,21,23,,,5,2,392,396,317,319,12,15,124,72,65,33,2
23.04.2023 16:30,Coritiba,Fortaleza,0,3,0.75,1.69,59%,41%,18,16,7,9,7,4,4,3,12,11,3,7,2,2,24,20,6,7,9,10,,,1,2,496,339,420,268,23,28,120,83,29,43,-3
23.04.2023 14:00,Santos,Atlético-MG,0,0,0.94,1.37,37%,63%,12,15,2,5,5,6,5,4,22,11,9,6,0,1,17,29,5,2,11,21,,,3,3,318,553,247,466,21,20,105,130,38,65,0
23.04.2023 14:00,Vasco,Palmeiras,2,2,1.83,0.81,35%,65%,11,13,3,7,4,5,4,1,14,19,2,5,0,0,25,24,5,1,19,15,,,4,3,257,470,175,378,12,14,88,132,37,53,0
23.04.2023 09:00,Internacional,Flamengo,2,1,1.09,1.78,36%,64%,16,16,4,4,5,8,7,4,16,16,6,2,2,3,15,23,3,2,14,13,,,3,1,310,586,251,515,19,9,87,129,41,51,1
22.04.2023 19:00,Cruzeiro,Gremio,1,0,1.47,0.89,49%,51%,21,11,6,7,9,2,6,2,11,22,11,5,1,3,20,20,7,5,21,8,1,0,6,2,488,511,393,405,17,17,134,109,60,44,1
22.04.2023 16:30,Cuiabá,Bragantino,1,1,1.32,0.96,34%,66%,14,7,3,2,8,4,3,1,23,20,4,5,3,2,25,29,1,2,17,21,,,3,3,246,511,169,411,14,12,86,120,48,50,0
22.04.2023 16:30,Sao Paulo,América-MG,3,0,2.54,1.31,53%,47%,17,22,6,8,8,8,3,6,17,19,3,7,1,3,22,21,8,3,18,12,,,5,3,437,384,366,311,12,11,114,107,38,49,3
22.04.2023 14:00,Fluminense,Athletico-PR,2,0,0.81,0.73,62%,38%,14,10,4,1,6,4,4,5,21,16,10,6,3,1,23,15,1,2,13,20,,,3,3,559,342,491,280,13,15,129,96,62,32,2
16.04.2023 16:30,Gremio,Santos,1,0,1.73,1.36,45%,55%,17,16,6,4,6,8,5,4,16,13,4,11,1,1,16,25,4,5,12,16,0,1,3,4,397,466,304,377,28,25,104,111,51,65,1
16.04.2023 14:00,Corinthians,Cruzeiro,2,1,1.69,0.54,41%,59%,12,8,7,2,4,3,1,3,13,15,7,4,4,2,14,30,1,5,14,12,,,4,2,406,576,316,491,21,14,84,139,36,41,1
16.04.2023 14:00,Flamengo,Coritiba,3,0,1.51,0.39,59%,41%,15,10,7,3,5,2,3,5,17,21,6,3,1,2,19,21,3,4,20,17,,,3,3,542,379,480,323,25,28,147,96,82,26,3
15.04.2023 19:00,Atlético-MG,Vasco,1,2,,,75%,25%,26,7,10,3,7,1,9,3,12,17,14,3,2,2,21,15,1,9,15,10,,,6,5,602,203,529,135,19,25,145,73,73,20,-1
15.04.2023 16:30,Athletico-PR,Goiás,2,0,,,43%,57%,11,16,3,2,4,8,4,6,19,19,3,8,1,1,18,24,2,1,19,18,,,2,3,369,480,289,397,16,12,96,120,44,51,2
15.04.2023 16:30,Botafogo,Sao Paulo,2,1,,,32%,68%,12,16,3,8,5,6,4,2,14,22,3,7,2,1,19,10,7,1,20,13,,,3,2,293,646,229,574,10,16,85,122,57,41,1
15.04.2023 16:30,Bragantino,Bahia,2,1,,,56%,44%,13,9,7,3,4,5,2,1,15,22,4,7,2,3,26,36,2,5,20,13,,,3,1,436,343,339,248,26,11,127,87,54,39,1
15.04.2023 16:30,Fortaleza,Internacional,1,1,,,47%,53%,24,11,6,6,7,5,11,0,14,17,5,1,1,2,24,17,5,5,18,13,,,2,1,398,474,319,379,17,19,126,110,73,30,0
15.04.2023 14:00,América-MG,Fluminense,0,3,1.14,3.26,46%,54%,17,15,2,8,9,3,6,4,12,25,11,1,2,3,15,13,5,2,25,9,,,3,2,336,442,267,364,18,14,114,56,95,22,-3
15.04.2023 14:00,Palmeiras,Cuiabá,2,1,2.88,0.72,52%,48%,17,12,5,4,7,6,5,2,14,25,4,4,3,2,25,18,3,3,23,12,0,1,2,5,455,426,382,337,17,16,111,112,73,41,1
