Date,HomeTeam,AwayTeam,HG,AG,HxG,AxG,HP,AP,HTS,ATS,HSI,ASI,HSO,ASO,HBS,ABS,HFK,AFK,HC,AC,HOFF,AOFF,HTI,ATI,HGS,AGS,HF,AF,HRC,ARC,HYC,AYC,HTP,ATP,HPC,APC,HT,AT,HA,AA,HDA,ADA,Resultado
21.06.2023 17:00,Sao Paulo,Athletico-PR,2,1,0.57,1.16,56%,44%,8,14,5,5,2,6,1,3,13,18,4,4,3,2,19,23,4,3,15,11,,,3,2,478,365,393,303,,,116,86,36,37,1
11.06.2023 16:30,Flamengo,Gremio,3,0,1.28,1.90,57%,43%,15,22,4,8,9,10,2,4,17,20,3,7,1,1,17,20,8,1,20,17,,,0,3,471,441,400,362,,,126,106,45,72,3
11.06.2023 16:30,Goiás,Fluminense,2,2,2.62,1.07,43%,57%,22,10,9,3,10,4,3,3,22,19,6,7,5,1,19,19,1,7,15,22,,,3,3,347,488,274,420,,,86,95,47,49,0
11.06.2023 14:00,Internacional,Vasco,2,1,1.78,0.89,45%,55%,12,14,3,4,7,6,2,4,25,13,7,6,0,4,15,17,3,1,13,21,,,2,3,417,492,350,423,,,90,104,48,35,1
11.06.2023 14:00,Sao Paulo,Palmeiras,0,2,1.24,0.70,60%,40%,24,9,6,4,6,2,12,3,17,14,8,3,0,2,22,14,2,6,15,17,1,0,4,1,615,304,529,243,,,140,63,72,26,-2
11.06.2023 09:00,América-MG,Athletico-PR,2,2,1.88,0.82,49%,51%,19,8,12,4,4,3,3,1,10,20,7,3,1,1,20,30,2,10,19,9,,,2,4,383,367,310,264,,,126,99,43,32,0
10.06.2023 19:00,Botafogo,Fortaleza,2,0,3.39,0.40,51%,49%,21,9,10,3,9,4,2,2,15,14,7,3,1,4,19,21,3,8,16,11,,,3,3,502,432,432,350,,,124,106,53,19,2
10.06.2023 16:30,Atlético-MG,Bragantino,1,1,1.92,0.54,56%,44%,15,7,6,3,4,0,5,4,14,11,7,2,5,1,23,19,2,5,8,14,,,2,3,561,360,460,263,,,146,146,61,32,0
10.06.2023 16:30,Bahia,Cruzeiro,2,2,1.32,2.31,47%,53%,13,15,5,7,4,5,4,3,8,22,6,5,8,5,23,14,5,3,15,9,,,5,1,413,465,335,386,,,109,112,47,28,0
10.06.2023 16:30,Corinthians,Cuiabá,1,1,1.44,0.82,57%,43%,21,10,7,2,12,6,2,2,15,10,8,6,1,1,21,13,1,6,11,13,,,2,3,576,343,490,271,,,132,94,64,26,0
10.06.2023 14:00,Coritiba,Santos,0,0,1.23,0.68,46%,54%,16,7,6,3,7,2,3,2,20,19,8,3,4,3,29,25,3,6,15,18,0,1,3,2,369,397,288,325,,,119,94,56,27,0
05.06.2023 18:00,Vasco,Flamengo,1,4,1.70,0.73,41%,59%,13,10,5,5,7,4,1,1,17,14,4,0,2,0,19,16,1,4,13,17,,,2,0,414,556,337,489,,,123,97,51,29,-3
04.06.2023 16:30,Goiás,Cuiabá,0,1,0.39,1.27,52%,48%,10,15,3,8,5,4,2,3,15,21,4,5,2,1,22,16,7,3,19,14,,,2,3,454,387,363,310,,,116,94,65,55,-1
04.06.2023 16:30,Palmeiras,Coritiba,3,1,2.58,0.84,53%,47%,21,7,8,4,5,3,8,0,12,17,11,6,3,0,23,18,3,5,15,14,,,4,5,487,444,414,382,,,116,93,63,36,2
04.06.2023 14:00,Fluminense,Bragantino,2,1,1.21,0.50,51%,49%,12,17,4,5,5,8,3,4,13,11,6,7,2,1,20,17,4,2,12,12,,,5,2,421,432,345,341,,,95,109,63,49,1
04.06.2023 14:00,Gremio,Sao Paulo,2,1,2.12,1.21,41%,59%,20,14,6,3,7,8,7,3,13,10,7,8,3,2,13,19,2,4,8,12,,,2,1,375,569,300,472,,,90,131,48,54,1
03.06.2023 19:00,Santos,Internacional,1,1,1.60,0.81,55%,45%,18,8,5,3,10,3,3,2,13,17,5,5,0,0,22,7,2,4,19,12,,,2,4,514,394,432,315,,,160,95,60,34,0
03.06.2023 16:30,América-MG,Corinthians,2,0,1.33,1.21,38%,62%,13,6,6,2,3,2,4,2,14,16,2,3,1,0,16,30,2,4,15,13,,,1,0,286,683,203,587,,,109,144,41,46,2
03.06.2023 16:30,Athletico-PR,Botafogo,1,0,0.83,0.61,48%,52%,16,10,7,4,7,5,2,1,13,19,6,7,3,0,29,16,4,6,15,12,,,3,1,407,420,329,353,,,111,88,36,35,1
03.06.2023 16:30,Cruzeiro,Atlético-MG,0,1,1.98,0.64,56%,44%,18,7,6,3,9,3,3,1,27,22,12,4,3,5,19,20,2,6,19,21,,,6,5,463,265,374,188,,,131,64,64,22,-1
03.06.2023 14:00,Fortaleza,Bahia,0,0,0.67,0.28,49%,51%,9,7,2,2,5,4,2,1,10,19,8,4,3,3,23,13,2,2,17,9,,,2,3,436,381,344,304,17,13,130,92,43,26,0
28.05.2023 17:00,Botafogo,América-MG,2,0,2.33,0.26,59%,41%,16,4,5,1,7,2,4,1,14,12,7,0,2,3,18,23,1,3,9,11,,,2,3,501,391,431,305,,,113,124,49,34,2
28.05.2023 16:30,Atlético-MG,Palmeiras,1,1,0.82,1.30,49%,51%,9,12,4,2,4,5,1,5,18,27,3,3,0,3,17,20,1,3,27,15,,,3,3,483,359,401,294,,,125,98,41,30,0
28.05.2023 16:30,Bragantino,Santos,2,0,1.19,0.29,60%,40%,16,8,9,1,5,6,2,1,14,16,5,4,3,5,42,32,1,7,13,9,,,2,1,517,336,408,249,,,146,81,64,20,2
28.05.2023 14:00,Corinthians,Fluminense,2,0,1.22,1.10,30%,70%,13,22,4,7,8,10,1,5,8,18,7,6,2,3,11,21,7,2,18,6,,,4,2,319,707,249,643,,,58,155,31,71,2
28.05.2023 14:00,Internacional,Bahia,2,0,0.24,1.20,44%,56%,7,9,2,4,2,5,3,0,15,14,2,6,3,0,14,20,4,0,10,13,,,1,2,429,533,360,448,,,110,124,27,48,2
27.05.2023 19:00,Sao Paulo,Goiás,2,1,0.78,0.30,63%,37%,16,6,6,4,8,1,2,1,18,15,11,5,3,1,9,17,3,4,12,16,,,2,4,615,309,548,241,,,124,75,63,25,1
27.05.2023 16:30,Cuiabá,Coritiba,1,1,0.70,0.83,48%,52%,9,6,3,1,5,4,1,1,12,7,2,6,0,3,16,25,0,2,8,13,,,3,5,399,552,315,464,,,132,123,41,29,0
27.05.2023 16:30,Flamengo,Cruzeiro,1,1,2.08,1.09,66%,34%,13,17,2,6,8,9,3,2,15,10,2,1,5,3,23,18,5,1,13,17,,,4,5,611,402,544,334,,,144,92,73,40,0
27.05.2023 14:00,Athletico-PR,Gremio,1,2,1.13,0.83,66%,34%,16,10,4,4,9,5,3,1,17,15,10,5,1,1,29,13,2,3,14,15,,,2,4,578,266,491,189,,,147,96,70,26,-1
27.05.2023 14:00,Fortaleza,Vasco,2,0,1.63,0.56,57%,43%,13,11,6,1,5,2,2,8,18,11,8,5,3,3,14,19,1,4,11,15,,,3,1,391,404,317,335,,,104,99,50,39,2
22.05.2023 18:00,Cruzeiro,Cuiabá,0,1,1.33,1.18,59%,41%,15,15,8,2,7,9,0,4,15,21,6,2,5,2,28,24,1,8,15,14,,,1,3,491,245,403,179,,,152,100,69,31,-1
21.05.2023 16:30,Gremio,Internacional,3,1,1.21,1.55,36%,64%,13,21,6,4,5,11,2,6,15,15,3,7,1,1,25,20,3,3,14,15,1,0,2,1,219,535,142,460,,,83,131,48,53,2
